Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class,NumberSolvedNormalized
200D,Programming Language,Binary search|Brute force|Parsing expression grammar|Implementation problems programming technics simulation,binary search|brute force|expression parsing|implementation,557,0.713,Medium,0.0132348049
200C,Football Championship,Brute force|Implementation problems programming technics simulation,brute force|implementation,650,0.298,Easy,0.0154445659
200B,Drinks,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,8402,0.366,Easy,0.1996388348
200A,Cinema,Brute force|Heaps binary search trees segment trees hash tables etc,brute force|data structures,265,0.739,Hard,0.0062966307
199B,Special Olympics,Geometry computational geometry,geometry,429,0.781,Hard,0.0101934135
199A,Hexadecimal's theorem,Brute force|Constructive algorithms|Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc,brute force|constructive algorithms|implementation|number theory,4386,0.489,Medium,0.1042151784
198E,Gripping Story,Binary search|Heaps binary search trees segment trees hash tables etc|Sortings orderings,binary search|data structures|sortings,235,0.739,Hard,0.0055838046
198D,Cube Snake,Constructive algorithms,constructive algorithms,29,0.433,Medium,0.0006890652
198C,Delivering Carcinogen,Binary search|Geometry computational geometry,binary search|geometry,227,0.781,Hard,0.0053937176
198B,Jumping on Walls,Shortest paths on weighted and unweighted graphs,shortest paths,1371,0.732,Hard,0.0325761536
198A,About Bacteria,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1626,0.366,Easy,0.0386351756
197B,Limit,Mathematics including integration differential equations etc,math,1976,0.366,Easy,0.0469514803
197A,Plate Game,Constructive algorithms|Games Sprague–Grundy theorem|Mathematics including integration differential equations etc,constructive algorithms|games|math,2211,0.663,Medium,0.0525352849
196E,Opening Portals,Disjoint set union|Graphs|Shortest paths on weighted and unweighted graphs,dsu|graphs|shortest paths,254,0.732,Hard,0.0060352611
196D,The Next Good String,Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Hashing hashtables|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,data structures|greedy|hashing|strings,177,0.739,Hard,0.0042056741
196C,Paint Tree,Divide and Conquer|Geometry computational geometry|Sortings orderings|Trees,divide and conquer|geometry|sortings|trees,423,0.857,Hard,0.0100508483
196B,Infinite Maze,Dfs and similar,dfs and similar,968,0.645,Medium,0.0230005227
196A,Lexicographically Maximum Subsequence,Greedy algorithms,greedy,2820,0.353,Easy,0.0670056551
195E,Building Forest,Heaps binary search trees segment trees hash tables etc|Disjoint set union,data structures|dsu,416,0.739,Hard,0.0098845222
195D,Analyzing Polyline,Mathematics including integration differential equations etc|Sortings orderings,math|sortings,540,0.366,Easy,0.0128308701
195C,Try and Catch,Parsing expression grammar|Implementation problems programming technics simulation,expression parsing|implementation,623,0.713,Medium,0.0148030224
195B,After Training,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,data structures|implementation|math,2164,0.739,Hard,0.051418524
195A,Let's Watch Football,Binary search|Brute force|Mathematics including integration differential equations etc,binary search|brute force|math,2514,0.582,Medium,0.0597348287
194B,Square,Mathematics including integration differential equations etc,math,1911,0.366,Easy,0.0454070237
194A,Exams,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,3126,0.366,Easy,0.0742764815
193E,Fibonacci Number,Brute force|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,brute force|math|matrices,142,0.861,Hard,0.0033740436
193D,Two Segments,Heaps binary search trees segment trees hash tables etc,data structures,156,0.739,Hard,0.0037066958
193C,Hamming Distance,Constructive algorithms|Greedy algorithms|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,constructive algorithms|greedy|math|matrices,255,0.861,Hard,0.006059022
193B,Xor,Brute force,brute force,577,0.298,Easy,0.0137100223
193A,Cutting Figure,2-satisfiability|Сhinese remainder theorem|Trees,2-sat|chinese remainder theorem|trees,1298,0.756,Hard,0.03084161
192B,Walking in the Rain,Brute force|Implementation problems programming technics simulation,brute force|implementation,2346,0.298,Easy,0.0557430024
192A,Funky Numbers,Binary search|Brute force|Implementation problems programming technics simulation,binary search|brute force|implementation,2992,0.582,Medium,0.0710925248
191E,Thwarting Demonstrations,Binary search|Heaps binary search trees segment trees hash tables etc|Trees,binary search|data structures|trees,383,0.756,Hard,0.0091004134
191D,Metro Scheme,Graphs|Greedy algorithms,graphs|greedy,119,0.705,Medium,0.0028275436
191C,Fools and Roads,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Trees,data structures|dfs and similar|trees,1283,0.756,Hard,0.030485197
191B,Demonstration,Greedy algorithms,greedy,669,0.353,Easy,0.0158960224
191A,Dynasty Puzzles,Dynamic programming,dp,1563,0.706,Medium,0.0371382407
190E,Counter Attack,Heaps binary search trees segment trees hash tables etc|Disjoint set union|Graphs|Hashing hashtables|Sortings orderings,data structures|dsu|graphs|hashing|sortings,372,0.739,Hard,0.0088390439
190D,Non-Secret Cypher,Two pointers,two pointers,871,0.528,Medium,0.0206957183
190C,STL,Dfs and similar,dfs and similar,955,0.645,Medium,0.0226916314
190B,Surrounded,Geometry computational geometry,geometry,1410,0.781,Hard,0.0335028275
190A,Vasya and the Bus,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,2933,0.366,Easy,0.0696906335
189B,Counting Rhombi,Brute force|Mathematics including integration differential equations etc,brute force|math,1683,0.366,Easy,0.0399895452
189A,Cut Ribbon,Brute force|Dynamic programming,brute force|dp,8122,0.706,Medium,0.192985791
188H,Stack,Parsing expression grammar|Implementation problems programming technics simulation,expression parsing|implementation,127,0.713,Medium,0.0030176306
188G,Array Sorting,Implementation problems programming technics simulation,implementation,142,0,Easy,0.0033740436
188F,Binary Notation,Implementation problems programming technics simulation,implementation,187,0,Easy,0.0044432828
188E,HQ9+,Implementation problems programming technics simulation,implementation,214,0,Easy,0.0050848263
188D,Asterisks,Implementation problems programming technics simulation,implementation,257,0,Easy,0.0061065437
188C,LCM,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,270,0.366,Easy,0.0064154351
188B,A + Reverse B,Implementation problems programming technics simulation,implementation,261,0,Easy,0.0062015872
188A,Hexagonal Numbers,,,376,0.938,Hard,0.0089340873
187E,Heaven Tour,Heaps binary search trees segment trees hash tables etc|Greedy algorithms,data structures|greedy,29,0.739,Hard,0.0006890652
187D,BRT Contract,Heaps binary search trees segment trees hash tables etc,data structures,150,0.739,Hard,0.0035641306
187C,Weak Memory,Dfs and similar|Disjoint set union,dfs and similar|dsu,584,0.686,Medium,0.0138763484
187B,AlgoRace,Dynamic programming|Shortest paths on weighted and unweighted graphs,dp|shortest paths,841,0.732,Hard,0.0199828922
187A,Permutations,Greedy algorithms,greedy,1499,0.353,Easy,0.035617545
186B,Growing Mushrooms,Greedy algorithms|Sortings orderings,greedy|sortings,1594,0.353,Easy,0.0378748277
186A,Comparing Strings,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,3606,0.331,Easy,0.0856816994
185E,Soap Time! - 2,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,40,0.739,Hard,0.0009504348
185D,Visit of the Great,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,196,0.489,Medium,0.0046571306
185C,Clever Fat Rat,Dynamic programming,dp,39,0.706,Medium,0.000926674
185B,Mushroom Scientists,Mathematics including integration differential equations etc|Ternary search,math|ternary search,921,0.678,Medium,0.0218837618
185A,Plant,Mathematics including integration differential equations etc,math,2460,0.366,Easy,0.0584517417
183E,Candy Shop,Greedy algorithms,greedy,46,0.353,Easy,0.001093
183D,T-shirt,Dynamic programming|Greedy algorithms|Probabilities expected values statistics random variables etc,dp|greedy|probabilities,127,0.802,Hard,0.0030176306
183C,Cyclic Coloring,Dfs and similar,dfs and similar,203,0.645,Medium,0.0048234567
183B,Zoo,Brute force|Geometry computational geometry,brute force|geometry,303,0.781,Hard,0.0071995438
183A,Headquarters,Constructive algorithms|Mathematics including integration differential equations etc,constructive algorithms|math,286,0.433,Medium,0.006795609
182E,Wooden Fence,Dynamic programming,dp,704,0.706,Medium,0.0167276529
182D,Common Divisors,Brute force|Hashing hashtables|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|hashing|implementation|math|strings,2280,0.714,Medium,0.054174785
182C,Optimal Sum,Heaps binary search trees segment trees hash tables etc|Greedy algorithms,data structures|greedy,324,0.739,Hard,0.0076985221
182B,Vasya's Calendar,Implementation problems programming technics simulation,implementation,2457,0,Easy,0.0583804591
182A,Battlefield,Geometry computational geometry|Graphs|Implementation problems programming technics simulation|Shortest paths on weighted and unweighted graphs,geometry|graphs|implementation|shortest paths,176,0.781,Hard,0.0041819132
181B,Number of Triplets,Binary search|Brute force,binary search|brute force,869,0.582,Medium,0.0206481965
181A,Series of Crimes,Brute force|Geometry computational geometry|Implementation problems programming technics simulation,brute force|geometry|implementation,1262,0.781,Hard,0.0299862187
180F,Mathematical Analysis Rocks!,Constructive algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,constructive algorithms|implementation|math,1134,0.433,Medium,0.0269448273
180E,Cubes,Binary search|Dynamic programming|Two pointers,binary search|dp|two pointers,671,0.706,Medium,0.0159435442
180D,Name,Greedy algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,greedy|strings,442,0.353,Easy,0.0105023048
180C,Letter,Dynamic programming,dp,1669,0.706,Medium,0.039656893
180B,Divisibility Rules,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,193,0.489,Medium,0.004585848
180A,Defragmentation,Implementation problems programming technics simulation,implementation,365,0,Easy,0.0086727178
178F3,Representative Sampling,,,119,0.938,Hard,0.0028275436
178F2,Representative Sampling,Dynamic programming|Sortings orderings|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,dp|sortings|strings,131,0.706,Medium,0.003112674
178F1,Representative Sampling,,,225,0.938,Hard,0.0053461959
178E3,The Beaver's Problem - 2,,,131,0.938,Hard,0.003112674
178E2,The Beaver's Problem - 2,,,166,0.938,Hard,0.0039443045
178E1,The Beaver's Problem - 2,,,223,0.938,Hard,0.0052986741
178D3,Magic Squares,,,157,0.938,Hard,0.0037304567
178D2,Magic Squares,,,177,0.938,Hard,0.0042056741
178D1,Magic Squares,,,423,0.938,Hard,0.0100508483
178C3,Smart Beaver and Resolving Collisions,,,215,0.938,Hard,0.0051085872
178C2,Smart Beaver and Resolving Collisions,,,212,0.938,Hard,0.0050373046
178C1,Smart Beaver and Resolving Collisions,,,356,0.938,Hard,0.0084588699
178B3,Greedy Merchants,,,404,0.938,Hard,0.0095993917
178B2,Greedy Merchants,,,391,0.938,Hard,0.0092905004
178B1,Greedy Merchants,,,427,0.938,Hard,0.0101458917
178A3,Educational Game,Greedy algorithms,greedy,644,0.353,Easy,0.0153020007
178A2,Educational Game,Greedy algorithms,greedy,642,0.353,Easy,0.0152544789
178A1,Educational Game,,,651,0.938,Hard,0.0154683268
177G2,Fibonacci Strings,Matrix multiplication determinant Cramer's rule systems of linear equations|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,matrices|strings,45,0.861,Hard,0.0010692392
177G1,Fibonacci Strings,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,53,0.331,Easy,0.0012593261
177F2,Script Generation,,,65,0.938,Hard,0.0015444566
177F1,Script Generation,,,208,0.938,Hard,0.0049422611
177E2,Space Voyage,Binary search,binary search,231,0.582,Medium,0.0054887611
177E1,Space Voyage,Binary search,binary search,363,0.582,Medium,0.008625196
177D2,Encrypting Messages,Heaps binary search trees segment trees hash tables etc,data structures,718,0.739,Hard,0.0170603051
177D1,Encrypting Messages,Brute force,brute force,1039,0.298,Easy,0.0246875446
177C2,Party,Brute force|Dfs and similar|Disjoint set union|Graphs,brute force|dfs and similar|dsu|graphs,804,0.705,Medium,0.01910374
177C1,Party,Dfs and similar|Disjoint set union|Graphs,dfs and similar|dsu|graphs,824,0.705,Medium,0.0195789574
177B2,Rectangular Game,Number theory: Euler function GCD divisibility etc,number theory,1265,0.489,Medium,0.0300575013
177B1,Rectangular Game,Number theory: Euler function GCD divisibility etc,number theory,1413,0.489,Medium,0.0335741102
177A2,Good Matrix Elements,Implementation problems programming technics simulation,implementation,1681,0,Easy,0.0399420235
177A1,Good Matrix Elements,Implementation problems programming technics simulation,implementation,1729,0,Easy,0.0410825453
176E,Archaeology,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Trees,data structures|dfs and similar|trees,217,0.756,Hard,0.0051561089
176D,Hyper String,Dynamic programming,dp,161,0.706,Medium,0.0038255002
176C,Playing with Superglue,Combinatorics|Constructive algorithms,combinatorics|constructive algorithms,291,0.687,Medium,0.0069144133
176B,Word Cut,Dynamic programming,dp,613,0.706,Medium,0.0145654137
176A,Trading Business,Greedy algorithms|Sortings orderings,greedy|sortings,850,0.353,Easy,0.02019674
175F,Gnomes of Might and Magic,Heaps binary search trees segment trees hash tables etc|Graphs|Implementation problems programming technics simulation|Shortest paths on weighted and unweighted graphs,data structures|graphs|implementation|shortest paths,28,0.739,Hard,0.0006653044
175E,Power Defence,Brute force|Dynamic programming|Greedy algorithms,brute force|dp|greedy,125,0.706,Medium,0.0029701088
175D,Plane of Tanks: Duel,Brute force|Dynamic programming|Probabilities expected values statistics random variables etc,brute force|dp|probabilities,179,0.802,Hard,0.0042531958
175C,Geometry Horse,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,732,0.353,Easy,0.0173929573
175B,Plane of Tanks: Pro,Implementation problems programming technics simulation,implementation,910,0,Easy,0.0216223922
175A,Robot Bicorn Attack,Brute force|Implementation problems programming technics simulation,brute force|implementation,1658,0.298,Easy,0.0393955235
174C,Range Increments,Heaps binary search trees segment trees hash tables etc|Greedy algorithms,data structures|greedy,501,0.739,Hard,0.0119041962
174B,File List,Dynamic programming|Greedy algorithms|Implementation problems programming technics simulation,dp|greedy|implementation,747,0.706,Medium,0.0177493703
174A,Problem About Equation,Mathematics including integration differential equations etc,math,1069,0.366,Easy,0.0254003707
173E,Camping Groups,Heaps binary search trees segment trees hash tables etc|Sortings orderings,data structures|sortings,210,0.739,Hard,0.0049897828
173D,Deputies,Constructive algorithms|Graphs|Greedy algorithms|Implementation problems programming technics simulation,constructive algorithms|graphs|greedy|implementation,143,0.705,Medium,0.0033978045
173C,Spiral Maximum,Brute force|Dynamic programming,brute force|dp,612,0.706,Medium,0.0145416528
173B,Chamber of Secrets,Dfs and similar|Shortest paths on weighted and unweighted graphs,dfs and similar|shortest paths,864,0.732,Hard,0.0205293922
173A,Rock-Paper-Scissors,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1460,0.366,Easy,0.0346908711
172E,BHTML+BCSS,Dfs and similar|Parsing expression grammar,dfs and similar|expression parsing,214,0.713,Medium,0.0050848263
172D,Calendar Reform,Number theory: Euler function GCD divisibility etc,number theory,894,0.489,Medium,0.0212422183
172C,Bus,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,891,0.275,Easy,0.0211709357
172B,Pseudorandom Sequence Period,Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc,implementation|number theory,1728,0.489,Medium,0.0410587844
172A,Phone Code,Brute force|Implementation problems programming technics simulation,brute force|implementation,2864,0.298,Easy,0.0680511334
171H,A polyline,Implementation problems programming technics simulation,implementation,106,0,Easy,0.0025186523
171G,Mysterious numbers - 2,,,308,0.938,Hard,0.0073183481
171F,ucyhf,Brute force|Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc,brute force|implementation|number theory,680,0.489,Medium,0.016157392
171E,MYSTERIOUS LANGUAGE,,,311,0.938,Hard,0.0073896308
171D,Broken checker,Brute force,brute force,1256,0.298,Easy,0.0298436535
171C,A Piece of Cake,Implementation problems programming technics simulation,implementation,383,0,Easy,0.0091004134
171B,Star,Combinatorics,combinatorics,1706,0.687,Medium,0.0405360452
171A,Mysterious numbers - 1,Constructive algorithms,constructive algorithms,1906,0.433,Medium,0.0452882194
169B,Replacing Digits,Greedy algorithms,greedy,1552,0.353,Easy,0.0368768712
169A,Chores,Sortings orderings,sortings,1699,0.275,Easy,0.0403697191
168B,Wizards and Minimal Spell,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,923,0.331,Easy,0.0219312836
168A,Wizards and Demonstration,Implementation problems programming technics simulation,implementation,4265,0,Easy,0.1013401131
167E,Wizards and Bets,Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,math|matrices,155,0.861,Hard,0.0036829349
167D,Wizards and Roads,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Graph matchings König's theorem vertex cover of bipartite graph,data structures|divide and conquer|graph matchings,87,0.857,Hard,0.0020671957
167C,Wizards and Numbers,Games Sprague–Grundy theorem|Mathematics including integration differential equations etc,games|math,337,0.663,Medium,0.0080074134
167B,Wizards and Huge Prize,Dynamic programming|Probabilities expected values statistics random variables etc,dp|probabilities,928,0.802,Hard,0.0220500879
167A,Wizards and Trolleybuses,Implementation problems programming technics simulation,implementation,1472,0,Easy,0.0349760015
166E,Tetrahedron,Dynamic programming|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,dp|math|matrices,3998,0.861,Hard,0.0949959607
166D,Shoe Store,Dynamic programming|Graph matchings König's theorem vertex cover of bipartite graph|Greedy algorithms|Sortings orderings|Two pointers,dp|graph matchings|greedy|sortings|two pointers,181,0.706,Medium,0.0043007176
166C,Median,Greedy algorithms|Mathematics including integration differential equations etc|Sortings orderings,greedy|math|sortings,2101,0.366,Easy,0.0499215891
166B,Polygons,Geometry computational geometry|Sortings orderings,geometry|sortings,685,0.781,Hard,0.0162761964
166A,Rank List,Binary search|Implementation problems programming technics simulation|Sortings orderings,binary search|implementation|sortings,4316,0.582,Medium,0.1025519175
165E,Compatible Numbers,Bitmasks|Brute force|Dfs and similar|Dynamic programming,bitmasks|brute force|dfs and similar|dp,882,0.728,Medium,0.0209570879
165D,Beard Graph,Heaps binary search trees segment trees hash tables etc|Disjoint set union|Trees,data structures|dsu|trees,584,0.756,Hard,0.0138763484
165C,Another Problem on Strings,Binary search|Brute force|Dynamic programming|Mathematics including integration differential equations etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc|Two pointers,binary search|brute force|dp|math|strings|two pointers,3262,0.706,Medium,0.0775079599
165B,Burning Midnight Oil,Binary search|Implementation problems programming technics simulation,binary search|implementation,3309,0.582,Medium,0.0786247208
165A,Supercentral Point,Implementation problems programming technics simulation,implementation,5142,0,Easy,0.1221783966
164E,Polycarpus and Tasks,,,22,0.938,Hard,0.0005227392
164D,Minimum Diameter,Binary search|Brute force,binary search|brute force,127,0.582,Medium,0.0030176306
164C,Machine Programming,Graph network flows,flows,365,0.877,Hard,0.0086727178
164B,Ancient Berland Hieroglyphs,Two pointers,two pointers,319,0.528,Medium,0.0075797177
164A,Variable or There and Back Again,Dfs and similar|Graphs,dfs and similar|graphs,581,0.705,Medium,0.0138050658
163E,e-Government,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Dynamic programming|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc|Trees,data structures|dfs and similar|dp|strings|trees,272,0.756,Hard,0.0064629568
163D,Large Refrigerator,Brute force,brute force,162,0.298,Easy,0.003849261
163C,Conveyor,Sortings orderings,sortings,402,0.275,Easy,0.00955187
163B,Lemmings,Binary search,binary search,633,0.582,Medium,0.0150406311
163A,Substring and Subsequence,Dynamic programming,dp,1229,0.706,Medium,0.02920211
162J,Brackets,,,38,0.938,Hard,0.0009029131
162I,Truncatable primes,,,28,0.938,Hard,0.0006653044
162H,Alternating case,,,43,0.938,Hard,0.0010217174
162G,Non-decimal sum,,,20,0.938,Hard,0.0004752174
162F,Factorial zeros,,,95,0.938,Hard,0.0022572827
162E,HQ9+,,,135,0.938,Hard,0.0032077175
162D,Remove digits,,,170,0.938,Hard,0.004039348
162C,Prime factorization,,,82,0.938,Hard,0.0019483914
162B,Binary notation,,,245,0.938,Hard,0.0058214133
162A,Pentagonal numbers,Implementation problems programming technics simulation,implementation,476,0,Easy,0.0113101744
161E,Polycarpus the Safecracker,Brute force|Dynamic programming,brute force|dp,289,0.706,Medium,0.0068668916
161D,Distance in Tree,Dfs and similar|Dynamic programming|Trees,dfs and similar|dp|trees,2334,0.756,Hard,0.055457872
161C,Abracadabra,Divide and Conquer,divide and conquer,340,0.857,Hard,0.008078696
161B,Discounts,Constructive algorithms|Greedy algorithms|Sortings orderings,constructive algorithms|greedy|sortings,1342,0.433,Medium,0.0318870883
161A,Dress'em in Vests!,Binary search|Brute force|Greedy algorithms|Two pointers,binary search|brute force|greedy|two pointers,2519,0.582,Medium,0.059853633
160E,Buses and People,Binary search|Heaps binary search trees segment trees hash tables etc|Sortings orderings,binary search|data structures|sortings,244,0.739,Hard,0.0057976524
160D,Edges in MST,Dfs and similar|Disjoint set union|Graphs|Sortings orderings,dfs and similar|dsu|graphs|sortings,534,0.705,Medium,0.0126883049
160C,Find Pair,Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Sortings orderings,implementation|math|sortings,1633,0.366,Easy,0.0388015017
160B,Unlucky Ticket,Greedy algorithms|Sortings orderings,greedy|sortings,4717,0.353,Easy,0.1120800266
160A,Twins,Greedy algorithms|Sortings orderings,greedy|sortings,15249,0.353,Easy,0.3623295158
159E,Zebra Tower,Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Sortings orderings,data structures|greedy|sortings,736,0.739,Hard,0.0174880008
159D,Palindrome pairs,Brute force|Dynamic programming|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|dp|strings,2339,0.706,Medium,0.0555766763
159C,String Manipulation 1.0,Binary search|Brute force|Heaps binary search trees segment trees hash tables etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,binary search|brute force|data structures|strings,1754,0.739,Hard,0.041676567
159B,Matchmaker,Greedy algorithms|Sortings orderings,greedy|sortings,2493,0.353,Easy,0.0592358504
159A,Friends or Not,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1894,0.353,Easy,0.0450030889
158E,Phone Talks,Dynamic programming|Sortings orderings,dp|sortings,1131,0.706,Medium,0.0268735446
158D,Ice Sculptures,Brute force|Number theory: Euler function GCD divisibility etc,brute force|number theory,4369,0.489,Medium,0.1038112436
158C,Cd and pwd commands,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,4640,0.739,Hard,0.1102504396
158B,Taxi,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,18311,0.353,Easy,0.4350853015
158A,Next Round,Implementation problems programming technics simulation,implementation,27173,0,Easy,0.6456541368
157B,Trace,Geometry computational geometry|Sortings orderings,geometry|sortings,4180,0.781,Hard,0.0993204391
157A,Game Outcome,Brute force,brute force,3898,0.298,Easy,0.0926198736
156E,Mrs. Hudson's Pancakes,Brute force|Dynamic programming,brute force|dp,90,0.706,Medium,0.0021384784
156D,Clues,Combinatorics|Graphs,combinatorics|graphs,342,0.705,Medium,0.0081262177
156C,Cipher,Combinatorics|Dynamic programming,combinatorics|dp,961,0.706,Medium,0.0228341966
156B,Suspects,Constructive algorithms|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,constructive algorithms|data structures|implementation,1236,0.739,Hard,0.0293684361
156A,Message,Brute force,brute force,1886,0.298,Easy,0.0448130019
155B,Combination,Greedy algorithms|Sortings orderings,greedy|sortings,3449,0.353,Easy,0.0819512427
155A,I_love_\%username\%,Brute force,brute force,8700,0.298,Easy,0.2067195742
154E,Martian Colony,Geometry computational geometry,geometry,36,0.781,Hard,0.0008553913
154D,Flatland Fencing,Games Sprague–Grundy theorem|Mathematics including integration differential equations etc,games|math,237,0.663,Medium,0.0056313263
154C,Double Profiles,Graphs|Hashing hashtables|Sortings orderings,graphs|hashing|sortings,748,0.714,Medium,0.0177731312
154B,Colliders,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,1579,0.489,Medium,0.0375184147
154A,Hometask,Greedy algorithms,greedy,1896,0.353,Easy,0.0450506107
153E,Euclidean Distance,,,33,0.938,Hard,0.0007841087
153D,Date Change,,,38,0.938,Hard,0.0009029131
153C,Caesar Cipher,,,48,0.938,Hard,0.0011405218
153B,Binary notation,,,102,0.938,Hard,0.0024236088
153A,A + B,,,206,0.938,Hard,0.0048947393
152E,Garden,Bitmasks|Dynamic programming|Graphs|Trees,bitmasks|dp|graphs|trees,182,0.756,Hard,0.0043244784
152D,Frames,Brute force,brute force,149,0.298,Easy,0.0035403697
152C,Pocket Book,Combinatorics,combinatorics,2850,0.687,Medium,0.0677184812
152B,Steps,Binary search|Implementation problems programming technics simulation,binary search|implementation,1978,0.582,Medium,0.046999002
152A,Marks,Implementation problems programming technics simulation,implementation,5224,0,Easy,0.124126788
151B,Phone Numbers,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,2579,0.331,Easy,0.0612792853
151A,Soft Drinking,Implementation problems programming technics simulation,implementation,6630,0,Easy,0.1575345721
150E,Freezing with Style,Binary search|Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Trees,binary search|data structures|divide and conquer|trees,135,0.857,Hard,0.0032077175
150D,Mission Impassable,Dynamic programming,dp,197,0.706,Medium,0.0046808915
150C,Smart Cheater,Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,data structures|math|probabilities,392,0.802,Hard,0.0093142613
150B,Quantity of Strings,Combinatorics|Dfs and similar|Mathematics including integration differential equations etc,combinatorics|dfs and similar|math,1597,0.687,Medium,0.0379461103
150A,Win or Freeze,Games Sprague–Grundy theorem|Number theory: Euler function GCD divisibility etc,games|number theory,2546,0.663,Medium,0.0604951765
149E,Martian Strings,Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,string suffix structures|strings,613,0.825,Hard,0.0145654137
149D,Coloring Brackets,Dynamic programming,dp,709,0.706,Medium,0.0168464573
149C,Division into Teams,Greedy algorithms|Mathematics including integration differential equations etc|Sortings orderings,greedy|math|sortings,2091,0.366,Easy,0.0496839804
149B,Martian Clock,Implementation problems programming technics simulation,implementation,1425,0,Easy,0.0338592406
149A,Business trip,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,7838,0.353,Easy,0.1862377037
148E,Porcelain,Dynamic programming,dp,1137,0.706,Medium,0.0270161099
148D,Bag of mice,Dynamic programming|Games Sprague–Grundy theorem|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,dp|games|math|probabilities,1908,0.802,Hard,0.0453357411
148C,Terse princess,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,1542,0.433,Medium,0.0366392625
148B,Escape,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1969,0.366,Easy,0.0467851542
148A,Insomnia cure,Constructive algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,constructive algorithms|implementation|math,13223,0.433,Medium,0.3141899919
147B,Smile House,Binary search|Graphs|Matrix multiplication determinant Cramer's rule systems of linear equations,binary search|graphs|matrices,292,0.861,Hard,0.0069381742
147A,Punctuation,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,1114,0.331,Easy,0.0264696098
