ID,Accepted,Total,Ratio
163B,888,5700,0.15578947368421053
163A,1580,2692,0.586924219910847
162J,38,87,0.4367816091954023
162I,28,47,0.5957446808510638
162H,44,54,0.8148148148148148
162G,19,64,0.296875
162F,96,191,0.5026178010471204
162E,137,218,0.6284403669724771
162D,173,236,0.7330508474576272
162C,79,220,0.35909090909090907
162B,249,377,0.6604774535809018
162A,479,1063,0.4506114769520226
161E,338,1065,0.3173708920187793
161D,3027,8201,0.3691013291062066
161C,392,1464,0.2677595628415301
161B,1370,3700,0.37027027027027026
161A,2682,6835,0.39239209948792975
160E,312,1232,0.2532467532467532
160D,798,2940,0.2714285714285714
160C,1956,13864,0.14108482400461628
160B,5124,12918,0.3966558290757083
160A,17488,33419,0.5232951315120141
159E,818,3366,0.24301841948900774
159D,2703,4917,0.549725442342892
159C,1979,6484,0.3052128315854411
159B,2673,7488,0.35697115384615385
159A,2008,10583,0.1897382594727393
158E,1259,5225,0.24095693779904306
158D,4732,13772,0.34359570142317747
158C,4952,12367,0.40042047384167545
158B,21824,103581,0.21069501163340768
158A,32174,96171,0.33454991629493297
157B,4770,8596,0.5549092601209865
157A,4378,6280,0.6971337579617835
156E,110,785,0.14012738853503184
156D,382,1096,0.34854014598540145
156C,1146,2065,0.5549636803874092
156B,1438,3025,0.47537190082644626
156A,2391,8959,0.26688246456077686
155B,3879,7420,0.5227762803234501
155A,10076,14261,0.7065423182105042
154E,49,406,0.1206896551724138
154D,245,967,0.2533609100310238
154C,1143,6804,0.167989417989418
154B,1977,8227,0.24030630849641424
154A,2353,6859,0.3430529231666424
153E,32,76,0.42105263157894735
153D,26,41,0.6341463414634146
153C,49,182,0.2692307692307692
153B,106,287,0.3693379790940767
153A,216,1492,0.1447721179624665
152E,235,763,0.30799475753604194
152D,184,1220,0.15081967213114755
152C,3082,4650,0.6627956989247312
152B,2139,6209,0.3444999194717346
152A,5882,10754,0.5469592709689418
151B,2842,6624,0.4290458937198068
151A,7560,10563,0.7157057654075547
150E,191,1774,0.1076662908680947
150D,234,1044,0.22413793103448276
150C,506,1340,0.3776119402985075
150B,1986,6330,0.3137440758293839
150A,3067,11582,0.2648074598514937
149E,809,3674,0.2201959716929777
149D,1045,2252,0.46403197158081705
149C,2383,5091,0.46808092712630134
149B,1566,6105,0.2565110565110565
149A,8789,19392,0.45322813531353134
148E,1502,3789,0.3964106624439166
148D,2850,5518,0.516491482421167
148C,1759,11378,0.15459658991035333
148B,2444,8813,0.27731759900147507
148A,15183,23739,0.6395804372551498
147B,395,1833,0.215493726132024
147A,1141,3019,0.3779397151374627
146B,2366,5980,0.39565217391304347
146A,6198,11541,0.5370418507928256
145E,741,2194,0.33773928896991795
145D,154,543,0.283609576427256
145C,1067,4459,0.23929132092397398
145B,1268,5835,0.21730934018851758
145A,4492,9040,0.49690265486725665
144E,356,1414,0.25176803394625175
144D,1679,6315,0.26587490102929534
144C,2199,5409,0.4065446478092069
144B,2339,4549,0.5141789404264674
144A,12754,22970,0.5552459730082716
143B,2569,5653,0.4544489651512471
143A,3789,9107,0.41605358515427693
142E,29,196,0.14795918367346939
142D,184,925,0.1989189189189189
142C,523,1947,0.26861838726245507
142B,1371,5802,0.2362978283350569
142A,1821,5455,0.33382218148487625
141E,308,1177,0.2616822429906542
141D,370,2388,0.15494137353433834
141C,1301,4107,0.3167762356951546
141B,2454,8315,0.2951292844257366
141A,10924,17063,0.6402156713356385
140F,289,1111,0.2601260126012601
140E,264,1101,0.23978201634877383
140D,2406,3710,0.6485175202156335
140C,2103,11430,0.18398950131233596
140B,1113,2201,0.5056792367105861
140A,2930,14089,0.20796365959258997
139B,931,3130,0.297444089456869
139A,5201,10633,0.489137590520079
138E,80,306,0.26143790849673204
138D,252,627,0.4019138755980861
138C,576,2693,0.21388785740809507
138B,701,4344,0.1613720073664825
138A,1500,4593,0.32658393207054215
137E,734,2234,0.3285586392121755
137D,850,1753,0.48488305761551626
137C,2773,6920,0.40072254335260116
137B,4622,9799,0.47168078375344424
137A,4209,6563,0.641322565899741
136B,2870,4092,0.7013685239491692
136A,14311,17483,0.8185666075616314
135E,127,302,0.4205298013245033
135D,235,1311,0.17925247902364608
135C,883,3022,0.29219060225016547
135B,1724,4275,0.40327485380116956
135A,3870,10163,0.38079307291154185
134C,354,1156,0.3062283737024221
134B,826,2511,0.328952608522501
134A,1776,5096,0.34850863422291994
133B,3727,5940,0.6274410774410775
133A,17647,37644,0.4687865264052704
132E,298,811,0.36744759556103573
132D,468,1409,0.3321504613200852
132C,1401,5397,0.2595886603668705
132B,443,1308,0.33868501529051986
132A,2313,2886,0.8014553014553014
131F,425,934,0.4550321199143469
131E,1028,2220,0.46306306306306305
131D,2302,4894,0.4703718839395178
131C,3993,11584,0.34469958563535913
131B,4039,12888,0.3133923029174426
131A,18785,62406,0.30101272313559596
130J,61,148,0.41216216216216217
130I,69,294,0.23469387755102042
130H,132,247,0.5344129554655871
130G,144,327,0.44036697247706424
130F,129,187,0.6898395721925134
130E,159,333,0.4774774774774775
130D,231,405,0.5703703703703704
130C,312,544,0.5735294117647058
130B,307,731,0.41997264021887826
130A,477,1084,0.44003690036900367
129B,2914,5019,0.5805937437736601
129A,5504,6967,0.7900100473661548
128E,45,289,0.15570934256055363
128D,727,2359,0.3081814328105129
128C,1246,2578,0.48332040341349886
128B,1276,4777,0.2671132509943479
128A,2156,6997,0.3081320565956839
127B,3713,5753,0.645402398748479
127A,4185,6042,0.6926514399205561
126E,38,132,0.2878787878787879
126D,433,1303,0.3323100537221796
126C,559,967,0.578076525336091
126B,4138,15468,0.2675200413757435
126A,1149,8652,0.1328016643550624
125E,393,1730,0.22716763005780347
125D,207,1794,0.11538461538461539
125C,591,1263,0.4679334916864608
125B,1117,1887,0.5919448860625331
125A,1510,3632,0.4157488986784141
124B,1891,3120,0.6060897435897435
124A,8323,18022,0.46182443679946733
123E,170,368,0.46195652173913043
123D,456,945,0.48253968253968255
123C,327,1087,0.30082796688132474
123B,802,1762,0.4551645856980704
123A,1692,3978,0.4253393665158371
122B,4002,5681,0.7044534412955465
122A,17665,36758,0.4805756569998368
121E,673,2896,0.23238950276243095
121D,179,851,0.21034077555816685
121C,870,2455,0.3543788187372709
121B,1711,6006,0.2848817848817849
121A,3131,9803,0.3193920228501479
120J,580,2710,0.2140221402214022
120I,225,1310,0.1717557251908397
120H,693,2925,0.23692307692307693
120G,424,1364,0.31085043988269795
120F,1471,3152,0.46668781725888325
120E,1385,2467,0.5614106201864613
120D,1161,3096,0.375
120C,1759,3378,0.5207223208999407
120B,1665,3442,0.48373038930854156
120A,2158,6100,0.3537704918032787
119E,66,583,0.11320754716981132
119D,253,1178,0.21477079796264856
119C,590,2841,0.20767335445265753
119B,825,5556,0.148488120950324
119A,12098,20642,0.5860866195136131
118E,800,1966,0.4069175991861648
118D,3530,6177,0.571474825967298
118C,1263,6865,0.1839766933721777
118B,7949,20888,0.38055342780543855
118A,30013,57016,0.526396099340536
117E,134,545,0.24587155963302754
117D,276,1173,0.23529411764705882
117C,1460,10468,0.13947267863966373
117B,1153,4802,0.24010828821324448
117A,1642,4105,0.4
116B,4309,7648,0.5634152719665272
116A,19209,27276,0.704245490541135
115E,421,1173,0.3589087809036658
115D,178,505,0.35247524752475246
115C,500,1152,0.4340277777777778
115B,1812,6749,0.26848421988442733
115A,7332,14125,0.5190796460176991
114B,1421,4521,0.31431099314310995
114A,5586,16164,0.34558277654046027
113E,50,163,0.3067484662576687
113D,276,1176,0.23469387755102042
113C,753,3741,0.2012830793905373
113B,1555,12150,0.1279835390946502
113A,1426,6854,0.2080536912751678
112B,2398,4355,0.5506314580941447
112A,20845,36829,0.5659941893616444
111E,21,115,0.1826086956521739
111D,328,1147,0.28596338273757627
111C,864,3385,0.2552437223042836
111B,1821,3665,0.49686221009549797
111A,2658,7170,0.3707112970711297
110B,3503,4529,0.7734599249282402
110A,14786,34600,0.42734104046242777
109E,46,455,0.1010989010989011
109D,411,1471,0.2794017675050986
109C,1191,2573,0.462883793237466
109B,897,4639,0.19336063806854925
109A,5225,12737,0.41022218732825627
108B,1434,5519,0.2598296792897264
108A,3726,9228,0.40377113133940185
107E,129,522,0.2471264367816092
107D,261,545,0.47889908256880737
107C,252,840,0.3
107B,1584,4601,0.34427298413388396
107A,2034,4285,0.4746791131855309
106E,573,2878,0.19909659485753997
106D,746,2729,0.2733602052033712
106C,1888,4136,0.4564796905222437
106B,2703,4680,0.5775641025641025
106A,3435,8116,0.423238048299655
105E,152,567,0.26807760141093473
105D,95,485,0.1958762886597938
105C,204,773,0.26390685640362227
105B,631,1181,0.5342929720575783
105A,1301,5673,0.22933192314472062
104A,4246,7250,0.5856551724137931
103E,244,641,0.38065522620904835
103D,837,3337,0.2508240934971531
103C,664,2229,0.29789143113503813
103B,3414,8080,0.4225247524752475
103A,3220,6458,0.49860637968411275
102B,3527,7057,0.4997874450899816
102A,1731,3755,0.46098535286284953
101E,280,1392,0.20114942528735633
101D,274,831,0.3297232250300842
101C,534,2542,0.21007081038552322
101B,1139,4769,0.23883413713566787
101A,2105,4130,0.5096852300242131
100J,23,56,0.4107142857142857
100I,149,374,0.3983957219251337
100H,38,78,0.48717948717948717
100G,58,217,0.2672811059907834
100F,82,202,0.40594059405940597
100E,104,264,0.3939393939393939
100D,154,313,0.49201277955271566
100C,256,673,0.3803863298662704
100B,176,714,0.24649859943977592
100A,287,1075,0.2669767441860465
99B,1375,5582,0.2463274811895378
99A,3047,6041,0.5043866909452077
98E,66,551,0.11978221415607986
98D,131,373,0.3512064343163539
98C,214,831,0.2575210589651023
98B,40,844,0.04739336492890995
98A,864,2246,0.3846838824577026
97E,92,871,0.10562571756601608
97D,82,355,0.23098591549295774
97C,165,308,0.5357142857142857
97B,323,1342,0.2406855439642325
97A,170,459,0.37037037037037035
96B,3389,10471,0.3236558112883201
96A,21820,44510,0.4902269152999326
95E,490,1499,0.3268845897264843
95D,229,806,0.2841191066997519
95C,1379,5055,0.2727992087042532
95B,650,3521,0.1846066458392502
95A,1171,2657,0.4407226194956718
94B,1855,3408,0.5443075117370892
94A,4428,6320,0.700632911392405
93E,326,1496,0.2179144385026738
93D,229,414,0.5531400966183575
93C,202,610,0.33114754098360655
93B,612,1759,0.3479249573621376
93A,1628,12496,0.13028169014084506
92B,2481,8203,0.30245032305254177
92A,5910,7868,0.7511438739196746
91E,348,1958,0.177732379979571
91D,170,866,0.19630484988452657
91C,595,1004,0.5926294820717132
91B,2283,4839,0.4717916924984501
91A,1781,5720,0.31136363636363634
90B,1907,2704,0.7052514792899408
90A,2123,3546,0.598702763677383
89E,38,175,0.21714285714285714
89D,198,289,0.6851211072664359
89C,472,2007,0.23517688091679123
89B,403,1103,0.3653671804170444
89A,1218,4913,0.24791369835131286
88B,758,2727,0.277961129446278
88A,1942,3998,0.48574287143571787
87E,109,352,0.3096590909090909
87D,365,1479,0.24678837052062205
87C,859,1882,0.45642933049946866
87B,706,1812,0.38962472406181015
87A,1760,3890,0.4524421593830334
86E,153,501,0.30538922155688625
86D,3432,13985,0.24540579191991418
86C,334,1327,0.25169555388093445
86B,256,909,0.2816281628162816
86A,701,2116,0.33128544423440454
85E,321,1295,0.2478764478764479
85D,1045,2759,0.3787604204421892
85C,444,2239,0.19830281375614114
85B,781,1556,0.5019280205655527
85A,1281,2958,0.4330628803245436
84C,808,3628,0.2227122381477398
84A,5709,6952,0.8212025316455697
83E,210,417,0.5035971223021583
83D,447,1768,0.2528280542986425
83C,338,2464,0.13717532467532467
83B,1045,4272,0.24461610486891386
83A,2799,6919,0.40453822806763984
82E,182,413,0.4406779661016949
82D,746,1821,0.4096650192202087
82C,735,1836,0.40032679738562094
82B,1354,5291,0.25590625590625593
82A,13193,27803,0.474517138438298
81E,162,530,0.30566037735849055
81D,547,2595,0.21078998073217725
81C,1126,2391,0.4709326641572564
81B,1429,6376,0.22412170639899623
81A,3889,12907,0.30130936701014954
80B,2303,3850,0.5981818181818181
80A,5260,8440,0.6232227488151659
79E,38,120,0.31666666666666665
79D,273,756,0.3611111111111111
79C,1040,3516,0.29579067121729236
79B,1640,3854,0.425531914893617
79A,2178,5395,0.40370713623725674
78E,237,651,0.3640552995391705
78D,197,1335,0.14756554307116104
78C,938,4970,0.18873239436619718
78B,2107,4461,0.4723156242994844
78A,3434,4773,0.7194636496962078
77E,178,269,0.6617100371747212
77D,191,595,0.32100840336134456
77C,631,2066,0.3054211035818006
77B,1354,5379,0.25171965049265665
77A,1180,2574,0.45843045843045843
76F,327,1092,0.29945054945054944
76E,967,3207,0.3015279077019021
76D,767,2169,0.35361917934532044
76C,69,291,0.23711340206185566
76B,235,1152,0.20399305555555555
76A,430,2904,0.14807162534435261
75E,186,732,0.2540983606557377
75D,692,2767,0.2500903505601735
75C,2032,6970,0.29153515064562413
75B,1195,3359,0.35576064304852634
75A,5879,11689,0.5029514928565317
74E,49,160,0.30625
74D,296,1046,0.2829827915869981
74C,628,1572,0.3994910941475827
74B,1046,2999,0.34878292764254754
74A,2821,5164,0.546281951975213
73F,41,270,0.15185185185185185
73E,157,656,0.23932926829268292
73D,338,1500,0.22533333333333333
73C,772,2093,0.36884854276158624
73B,348,1833,0.18985270049099837
73A,907,3410,0.2659824046920821
72I,194,456,0.42543859649122806
72H,159,555,0.2864864864864865
72G,270,686,0.3935860058309038
72F,64,145,0.4413793103448276
72E,96,188,0.5106382978723404
72D,38,76,0.5
72C,245,461,0.5314533622559653
72B,29,112,0.25892857142857145
72A,91,202,0.4504950495049505
71E,295,1080,0.27314814814814814
71D,230,1077,0.2135561745589601
71C,1774,4960,0.35766129032258065
71B,2185,4383,0.4985169974903034
71A,36576,72544,0.5041905602117336
70E,180,389,0.46272493573264784
70D,355,1420,0.25
70C,444,1004,0.44223107569721115
70B,1128,4342,0.2597881160755412
70A,2228,5731,0.38876286860931775
69E,1239,2892,0.4284232365145228
69D,550,1384,0.39739884393063585
69C,407,1180,0.34491525423728814
69B,1653,2513,0.6577795463589335
69A,14086,23719,0.5938698933344576
68E,23,200,0.115
68D,269,923,0.2914409534127844
68C,275,678,0.4056047197640118
68B,1221,2606,0.46853415195702225
68A,2393,3641,0.6572370227959352
67E,209,795,0.2628930817610063
67D,773,1596,0.4843358395989975
67C,270,1402,0.19258202567760344
67B,542,674,0.8041543026706232
67A,1169,5737,0.20376503398989018
66E,438,876,0.5
66D,1364,3216,0.42412935323383083
66C,682,1641,0.41560024375380866
66B,3194,4866,0.6563912864775997
66A,3073,7868,0.3905693950177936
65E,35,231,0.15151515151515152
65D,301,826,0.3644067796610169
65C,561,2404,0.2333610648918469
65B,958,2254,0.42502218278615794
65A,1156,7016,0.16476624857468644
64I,40,113,0.35398230088495575
64H,55,95,0.5789473684210527
64G,69,151,0.45695364238410596
64F,114,306,0.37254901960784315
64E,144,231,0.6233766233766234
64D,185,436,0.4243119266055046
64C,217,355,0.6112676056338028
64B,327,504,0.6488095238095238
64A,424,1433,0.2958827634333566
63E,377,782,0.4820971867007673
63D,490,1239,0.3954802259887006
63C,807,1606,0.5024906600249066
63B,1940,3180,0.610062893081761
63A,4620,7193,0.6422911163631309
62E,109,256,0.42578125
62D,257,1059,0.24268177525967893
62C,255,731,0.3488372093023256
62B,941,3505,0.26847360912981455
62A,2041,6652,0.30682501503307275
61E,1583,4018,0.3939771030363365
61D,1572,3475,0.45237410071942447
61C,458,1587,0.2885948330182735
61B,1687,3660,0.4609289617486339
61A,11876,15562,0.7631409844492996
60E,202,894,0.22595078299776286
60D,273,1434,0.1903765690376569
60C,415,1726,0.24044032444959443
60B,1999,3231,0.6186939028164655
60A,1876,4495,0.41735261401557283
59E,671,1855,0.36172506738544474
59D,394,1538,0.25617685305591675
59C,963,4110,0.2343065693430657
59B,2438,4351,0.5603309584003677
59A,10651,14386,0.7403725844571111
58E,94,442,0.21266968325791855
58D,451,1792,0.25167410714285715
58C,879,3194,0.2752035065748278
58B,3818,6707,0.5692560011927836
58A,17680,34650,0.5102453102453103
57E,66,303,0.21782178217821782
57D,195,871,0.22388059701492538
57C,831,1970,0.4218274111675127
57B,792,1921,0.4122852680895367
57A,1558,3925,0.39694267515923565
56E,724,1754,0.4127708095781072
56D,463,1552,0.29832474226804123
56C,586,872,0.6720183486238532
56B,1486,3191,0.4656847383265434
56A,3043,6623,0.4594594594594595
55E,331,1010,0.32772277227722774
55D,1770,5393,0.32820322640459854
55C,780,2671,0.2920254586297267
55B,1098,4238,0.25908447380840016
55A,1740,2846,0.6113843991567112
54E,82,280,0.29285714285714287
54D,334,1145,0.29170305676855895
54C,658,1800,0.3655555555555556
54B,446,1128,0.3953900709219858
54A,1195,2964,0.4031713900134953
53E,361,762,0.473753280839895
53D,951,2234,0.42569382273948075
53C,2291,2962,0.7734638757596218
53B,618,2787,0.2217438105489774
53A,2037,3999,0.5093773443360841
52C,1770,6754,0.2620669233047083
52B,852,1514,0.5627476882430648
52A,1972,4300,0.4586046511627907
51F,179,591,0.30287648054145516
51E,192,452,0.4247787610619469
51D,314,2737,0.11472415052977712
51C,745,3178,0.23442416614222783
51B,636,1453,0.4377150722642808
51A,1124,1846,0.6088840736728061
50E,278,957,0.290491118077325
50D,430,1307,0.32899770466717676
50C,577,2015,0.2863523573200993
50B,2489,7640,0.32578534031413614
50A,26668,33979,0.7848376938697431
49E,293,746,0.39276139410187666
49D,855,2150,0.39767441860465114
49C,797,1221,0.6527436527436528
49B,1450,4219,0.34368333728371653
49A,3435,5826,0.5895983522142122
48H,49,117,0.4188034188034188
48G,59,208,0.28365384615384615
48F,74,584,0.1267123287671233
48E,260,1782,0.14590347923681257
48D,1110,2762,0.40188269370021723
48C,537,2268,0.23677248677248677
48B,1174,1876,0.6257995735607675
48A,1734,2500,0.6936
47E,211,948,0.22257383966244726
47D,388,873,0.4444444444444444
47C,284,967,0.2936918304033092
47B,1611,2874,0.5605427974947808
47A,3645,5055,0.7210682492581603
46G,56,299,0.18729096989966554
46F,187,874,0.2139588100686499
46E,510,2312,0.22058823529411764
46D,825,3060,0.2696078431372549
46C,1152,2308,0.49913344887348354
46B,1562,2907,0.5373237014103888
46A,3284,4973,0.6603659762718681
45J,360,1232,0.2922077922077922
45I,630,2442,0.257985257985258
45H,42,269,0.15613382899628253
45G,332,1329,0.24981188863807374
45F,51,260,0.19615384615384615
45E,296,1282,0.23088923556942278
45D,542,2545,0.21296660117878194
45C,495,1908,0.25943396226415094
45B,98,351,0.2792022792022792
45A,1474,2282,0.6459246275197196
44J,324,784,0.413265306122449
44I,100,348,0.28735632183908044
44H,530,1481,0.35786630654962864
44G,124,746,0.16621983914209115
44F,31,223,0.13901345291479822
44E,885,1862,0.47529538131041893
44D,438,795,0.5509433962264151
44C,933,1572,0.5935114503816794
44B,934,2051,0.45538761579717213
44A,1666,2677,0.6223384385506163
43E,283,1175,0.24085106382978724
43D,599,3012,0.198871181938911
43C,2446,3476,0.7036823935558113
43B,2628,4606,0.5705601389491967
43A,6102,10257,0.5949107926294238
42E,84,327,0.25688073394495414
42D,235,687,0.3420669577874818
42C,331,1275,0.2596078431372549
42B,535,2559,0.20906604142243063
42A,1417,3158,0.4487017099430019
41E,816,1545,0.5281553398058253
41D,683,2818,0.24237047551454932
41C,1741,3754,0.4637719765583378
41B,1478,3365,0.43922734026745913
41A,14603,22551,0.6475544321759568
40E,246,759,0.3241106719367589
40D,59,229,0.2576419213973799
40C,183,1308,0.13990825688073394
40B,679,1522,0.44612352168199737
40A,1452,3903,0.372021521906226
39K,46,137,0.3357664233576642
39J,705,2092,0.3369980879541109
39I,45,126,0.35714285714285715
39H,822,1126,0.7300177619893428
39G,47,191,0.24607329842931938
39F,546,758,0.7203166226912929
39E,432,2221,0.1945069788383611
39D,1031,1575,0.6546031746031746
39C,199,1225,0.16244897959183674
39B,911,1690,0.5390532544378698
39A,348,1042,0.33397312859884837
38H,77,163,0.4723926380368098
38G,298,1222,0.24386252045826515
38F,229,619,0.36995153473344106
38E,736,2366,0.31107354184277264
38D,346,1743,0.1985083189902467
38C,1162,2543,0.45694062131340935
38B,1898,3088,0.6146373056994818
38A,6410,9045,0.7086788280818132
37E,241,681,0.35389133627019087
37D,192,532,0.3609022556390977
37C,655,2069,0.3165780570323828
37B,605,3137,0.192859419827861
37A,8134,15148,0.5369685767097967
36E,186,1052,0.17680608365019013
36D,264,1030,0.2563106796116505
36C,189,1155,0.16363636363636364
36B,812,1878,0.4323748668796592
36A,1499,4608,0.3253038194444444
35E,441,1772,0.24887133182844243
35D,1024,2735,0.3744058500914077
35C,1308,4578,0.2857142857142857
35B,697,2413,0.2888520513883133
35A,2327,7541,0.3085797639570349
34E,397,1386,0.28643578643578643
34D,1582,2447,0.6465059256232121
34C,1915,3498,0.547455688965123
34B,5875,10686,0.5497847651132323
34A,4387,8330,0.5266506602641057
33E,71,357,0.19887955182072828
33D,635,1830,0.3469945355191257
33C,1074,2619,0.41008018327605955
33B,1076,5041,0.213449712358659
33A,3257,5727,0.5687096210930679
32E,220,1415,0.15547703180212014
32D,611,1731,0.35297515886770653
32C,854,2765,0.30886075949367087
32B,3113,3944,0.7893002028397565
32A,2445,3612,0.6769102990033222
31E,566,2032,0.2785433070866142
31D,517,1124,0.4599644128113879
31C,850,1872,0.45405982905982906
31B,1584,5760,0.275
31A,3043,8083,0.3764691327477422
30E,274,1066,0.2570356472795497
30D,261,1406,0.1856330014224751
30C,819,2569,0.3188010899182561
30B,739,2335,0.3164882226980728
30A,1537,6272,0.2450573979591837
29E,318,1850,0.17189189189189188
29D,692,1496,0.4625668449197861
29C,1445,3110,0.4646302250803859
29B,1272,3269,0.3891098195166718
29A,2378,3626,0.655819084390513
28E,32,296,0.10810810810810811
28D,275,1124,0.24466192170818504
28C,402,660,0.6090909090909091
28B,1417,1994,0.7106318956870612
28A,504,1185,0.4253164556962025
27E,1223,3674,0.33287969515514426
27D,769,2617,0.2938479174627436
27C,1277,4895,0.2608784473953013
27B,1864,5180,0.3598455598455598
27A,4140,9005,0.4597445863409217
26E,215,763,0.2817824377457405
26D,313,806,0.3883374689826303
26C,441,1979,0.2228398180899444
26B,2820,5128,0.5499219968798752
26A,4886,7933,0.6159082314382958
25E,895,3568,0.2508408071748879
25D,1898,4603,0.41233977840538777
25C,1898,7079,0.26811696567311766
25B,3236,5094,0.635257165292501
25A,11697,18360,0.6370915032679738
24E,459,2909,0.15778618081815057
24D,357,931,0.38345864661654133
24C,817,2120,0.38537735849056604
24B,982,3345,0.29357249626307924
24A,1859,2950,0.6301694915254237
23E,380,1491,0.25486250838363517
23D,229,897,0.2552954292084727
23C,524,2968,0.1765498652291105
23B,1283,2849,0.45033345033345035
23A,2200,3641,0.6042296072507553
22E,402,1836,0.21895424836601307
22D,925,1838,0.5032644178454843
22C,1058,3693,0.28648795017600864
22B,1657,3128,0.5297314578005116
22A,3347,6798,0.4923506913798176
21D,288,1142,0.2521891418563923
21C,815,2989,0.272666443626631
21B,720,3846,0.187207488299532
21A,799,4298,0.1859004187994416
20C,5157,22908,0.2251178627553693
20B,1179,6421,0.18361625914966517
20A,1898,6371,0.2979124156333386
19E,441,2025,0.21777777777777776
19D,811,3730,0.21742627345844504
19C,436,1484,0.29380053908355797
19B,1051,3736,0.2813169164882227
19A,1334,4250,0.31388235294117645
18E,487,1114,0.4371633752244165
18D,664,2523,0.2631787554498613
18C,3069,4942,0.6210036422501012
18B,1061,5187,0.2045498361287835
18A,2252,8340,0.27002398081534773
17E,418,1543,0.27090084251458196
17D,459,3119,0.14716255210003207
17C,410,1129,0.36315323294951285
17B,1342,2959,0.45353159851301117
17A,3394,6616,0.5129987908101572
16E,1065,2148,0.4958100558659218
16D,647,3781,0.17111875165300186
16C,1721,6349,0.2710663096550638
16B,2265,4153,0.5453888755116783
16A,4052,8337,0.48602614849466236
15E,255,499,0.5110220440881763
15D,327,1596,0.20488721804511278
15C,876,2723,0.3217040029379361
15B,765,2864,0.267108938547486
15A,1615,3551,0.45480146437623203
14E,595,845,0.7041420118343196
14D,1691,3834,0.44105372978612417
14C,1187,4351,0.27281084808090095
14B,2058,5000,0.4116
14A,3763,7906,0.4759676195294713
13E,961,4775,0.2012565445026178
13D,352,1771,0.19875776397515527
13C,1097,3979,0.275697411409902
13B,486,3706,0.13113869400971398
13A,3063,5618,0.5452118191527234
12E,428,972,0.4403292181069959
12D,877,5055,0.17349159248269042
12C,2171,3180,0.6827044025157233
12B,3018,9904,0.3047253634894992
12A,3591,5361,0.6698377168438724
11E,89,859,0.10360884749708964
11D,1158,3165,0.36587677725118484
11C,303,1100,0.27545454545454545
11B,1712,5004,0.34212629896083135
11A,3635,8904,0.4082434860736748
10E,286,1053,0.2716049382716049
10D,982,2962,0.33153274814314654
10C,782,1804,0.4334811529933481
10B,910,1896,0.479957805907173
10A,2238,3695,0.6056833558863329
9E,353,1953,0.18074756784434204
9D,1080,1972,0.5476673427991886
9C,3640,7348,0.4953728905824714
9B,1887,7315,0.2579630895420369
9A,6312,9726,0.64898210980876
8E,295,820,0.3597560975609756
8D,284,1903,0.14923804519180242
8C,1178,4635,0.25415318230852213
8B,1575,4417,0.35657686212361334
8A,2348,8697,0.26997815338622516
7E,299,1255,0.23824701195219122
7D,1508,5014,0.30075787794176306
7C,1592,4573,0.3481303301989941
7B,1217,5530,0.22007233273056057
7A,3160,6733,0.4693301648596465
6E,1322,3730,0.3544235924932976
6D,800,3510,0.22792022792022792
6C,3631,8901,0.4079316930681946
6B,2630,5125,0.5131707317073171
6A,5566,9485,0.5868212967843964
5E,680,3364,0.20214030915576695
5D,660,1776,0.3716216216216216
5C,2692,10209,0.2636889019492605
5B,2458,7019,0.3501923350904687
5A,3990,7248,0.5504966887417219
4D,3043,14091,0.2159534454616422
4C,10151,22399,0.4531898745479709
4B,5237,11900,0.4400840336134454
4A,53262,134134,0.3970805314088896
3D,1147,5241,0.218851364243465
3C,2807,13806,0.20331739823265246
3B,1779,11188,0.159009653199857
3A,6451,13449,0.47966391553275334
2C,776,3117,0.2489573307667629
2B,3242,26959,0.12025668607886049
2A,6267,40120,0.15620638085742772
1C,2600,12940,0.2009273570324575
1B,8644,43637,0.19808877787198936
1A,54959,214463,0.2562633181481188
